company_name,ticker,cik,filing_type,filing_date,filing_url,Checked,snippet_text_short,KPI_CURRENT_VALUE,KPI_TREND,KPI_HISTORICAL_COMPARISON,TARGET_OUTLOOK,NPS_GOAL_REACHED,METHODOLOGY_DEFINITION,QUALITATIVE_ONLY,has_numeric_nps,nps_value_fix,nps_competition_industry,nps_value_over,nps_value_below,nps_goal_value,nps_goal_change
"United Airlines Holdings, Inc.",UAL,100517.0,EX-99.1,2026-01-20,https://sec.gov/Archives/edgar/data/0000100517/000010051726000014/ual_12312025erex991.htm,x,"3.10 — within initial guidance range of $3.00 to $3.50 Q4 revenue of $15.4 billion was the highest quarterly revenue in United history and highest quarterly unit revenue for 2025 Flew a record 181 million passengers and ranked #2 in on-time departures for the year, with the lowest seat cancellation rate in company history United continues to win brand-loyal customers with new and updated aircraft and investments in infrastructure and technology Eclipsed 5,000 peak daily flights in summer 2025 and grew faster than any other U.S. airline in 2025 while setting a fourth-quarter company record for Net Promoter Score, including United's highest-ever monthly NPS in November despite the government shutdown CHICAGO, January 20, 2026 – United Airlines (UAL) today reported fourth-quarter and full-year 2025 financial results that exceeded Wall Street expectations and were within guidance. The airline's diluted earnings per share of $10.20 and adjusted diluted earnings per share 1 of $10.62 for 2025 was up versus 2024. The company delivered full-year pre-tax earnings of $4.3 billion, with a pre-tax margin of 7.3% and adjusted pre-tax earnings 1 of $4.6 billion, with an adjusted pre-tax margin 1 of 7.8%.",0,1,0,0,0,0,0,0,,,,,,
"SiteOne Landscape Supply, Inc.",SITE,1650729.0,EX-99.1,2021-02-24,https://sec.gov/Archives/edgar/data/0001650729/000110465921027057/tm217708d2_ex99-1.htm,x,"This strong demand, coupled with our market share gains, helped us to achieve 8% Organic Daily Sales growth for the year. Our teams leveraged the strong sales growth through disciplined cost management and great execution of our initiatives to achieve excellent Adjusted EBITDA growth, Adjusted EBITDA margin expansion and record operating cash flow. We did this while serving our customers better than ever before, which was reflected in our highest customer Net Promoter Score to date. We also finished the year well from an M&A standpoint, adding five more exceptional companies to our team in the fourth quarter, bringing the total to eleven acquisitions for the full year. We are entering 2021 with a stronger team, stronger systems, a stronger balance sheet and greater momentum than at any time in our history.",0,0,0,0,0,0,1,0,,,,,,
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","BBVA, BBVXF",842180.0,6-K,2023-04-27,https://sec.gov/Archives/edgar/data/0000842180/000119312523120157/d505324d6k.htm,,"04.27.2023 Second, in order to cater to the needs of senior customers, BBVA hired an additional 340 employees in Spain to help serve such customers. Similarly, BBVA implemented measures to meet the specific needs of this group in Spain, such as extended hours and preferential service at both branches and via telephone, and adaptation of the mobile app and the entire ATM network. Following these measures, satisfaction among customers 65 and older has improved by six percentage points based on the Net Promoter Score (NPS) since December 2021. Furthermore, at the end of last year, BBVA agreed to join the Spanish Code of Good Practice to support customers with difficulties paying their mortgage. Third, in relation to its employees, over the past few months BBVA has focused its efforts on mitigating the impact of inflation on its workforce throughout its footprint.",0,1,0,0,0,0,0,0,,,,,,
HUNTINGTON BANCSHARES INC /MD/,"HBAN, HBANL, HBANM, HBANP",49196.0,EX-99.1,2023-05-08,https://sec.gov/Archives/edgar/data/0000049196/000004919623000049/hbanbarclayspresentation.htm,x,"Strategies Guided by Through-the-Cycle Aggregate Moderate-to-Low Risk Appetite 2023 Barclays America Select Franchise Conference2023 Barclays Americas Key Messages Disciplined execution of clearly defined strategy Operating from a position of strength Differentiated franchise with distinguished brand 3 2 1 4 Positioned for continued top quartile performance Dynamically managing through the current environment4 5 2023 Barclays America Select Franchise Conference2023 Barclays Americas Leading Midwest Regional Bank with Scaled, National Businesses 5 44% 56% #1 SBA Lender Nationally (5 Years)2 #1 NPS8 Net Promoter Score Industry Leading Expertise Scale Across Diverse Set of Solutions Best Large Employers Forbes7 #1 JD Power Mobile App 4 Years in a row 1 $185B Assets $146B Deposits $120B Loans and Leases 69% 50% HBAN Peers Leading Market Density MSA’s Top 5 Deposit Rank5  Top 20 U.S. Bank by Deposits  Top-tier return profile with 23.1% ROTCE6 (YTD annualized)  Strong risk and credit management through the cycle Established Market Leadership Compelling Results Industry Leading Consumer and Business Franchise Scaled National Commercial Franchise 56% 44% Loans and Leases Deposits Diversifi",0,0,0,0,0,0,0,0,,,,,,
Bank First Corp,BFC,1746109.0,EX-99.1,2021-06-16,https://sec.gov/Archives/edgar/data/0001746109/000110465921081814/tm2119853d1_ex99-1.htm,x,"CUSTOMER EXPERIENCE • Since June of 2020, our marketing department launched weekly surveys to 5,457 people who opened a new checking account. We had 598 responses (11%). • Bank First Net Promoter Score of 82 • Our Opportunity: Grow our existing relationships, ask for referrals and learn from our customers. NET PROMOTER SCORE: 82 *Source: Satmetrix Net Promoter Network National banking industry average is 35* FACILITIES FACILITIES LOCATION PROJECT DESCRIPTION CEDARBURG • INTERIOR COMPLETE WAUPACA • EXTERIOR & INTERIOR COMPLETE TOMAH • INTERIOR COMPLETE Projects recently completed Cedarburg Tomah Waupaca FACILITIES LOCATION PROJECT DESCRIPTION CLINTONVILLE • EXTERIOR & INTERIOR UPDATES SEYMOUR • INTERIOR UPDATES WATERTOWN • INTERIOR UPDATES OPERATIONS CENTER • SITE PURCHASED IN MANITOWOC, PRO",1,0,0,0,0,1,0,1,82.0,,,,,
XP Inc.,XP,1787425.0,EX-99.1,2021-04-22,https://sec.gov/Archives/edgar/data/0001787425/000095010321005898/dp149751_ex9901.htm,x,"EX-99.1 2 dp149751_ex9901.htm EXHIBIT 99.1 Exhibit 99.1 XP INC. REACHES R$715 BILLION AUC AND 3.0 MILLION ACTIVE CLIENTS; NPS RECORD OF 74 São Paulo, Brazil, April 22, 2021 – XP Inc. (Nasdaq: XP), a leading, technology-driven platform and a trusted provider of low-fee financial products and services in Brazil, announced today its 1Q21 KPIs. Assets Under Custody (in R$ billion) Total AUC reached R$715 billion at March 31, up 96% year-over-year and 8% quarter-over-quarter.",1,0,0,0,0,0,0,1,74.0,,,,,
PERUSAHAAN PERSEROAN PERSERO PT TELEKOMUNIKASI INDONESIA TBK,TLK,1001807.0,6-K,2022-04-26,https://sec.gov/Archives/edgar/data/0001001807/000100180722000017/tlk-20220426x6k.htm,,"Therefore, TelkomGroup actively seeks feedback and input from customers to improve our service side. There are two approaches taken to improve services, namely first by improving simple things quickly, such as improving business processes and training, and secondly by making radical and comprehensive improvements, which include aspects of people, processes, systems, and tools. ​ Net Promoter Score (NPS) Since 2018, TelkomGroup has measured the Net Promoter Score (NPS) to ensure that the improvements made are correct. Two levels of measurement are used for tracking and monitoring, namely: ◾ Top-down NPS (strategic NPS), which is the customer's overall perception of Telkom as measured by external parties ◾ Bottom-up NPS (transactional NPS), which is the customer experience during direct interaction with Telkom in every episode of the customer journey through internal surveys and surveyor partners ​ NPS Year 2020-2021 Customer Experience 2021 2020 Net Promot e r Score 2H 2021 1H 2021 2H 2020 1",0,0,0,0,0,1,0,0,,,,,,
ASSOCIATED BANC-CORP,"ASB, ASBA, ASB-PE, ASB-PF",7789.0,EX-99.2,2024-07-25,https://sec.gov/Archives/edgar/data/0000007789/000000778924000058/asb2q24earningspresentat.htm,,"2 Based on year-over-year customer satisfaction scores from internal transactional surveys. 2024 data through June 30, 2024. 3 Net promoter score metric based on likelihood of customers to recommend Associated Bank to family and friends as indicated in our internal Consumer Relationship Survey. Foundational Outcomes1 from Phase 1 ▪ Nearly $800 million in Asset-Based Lending & Equipment Finance loans ▪ Over $2.5 billion in prime/super prime Auto loans ▪ Expanded commercial & business RMs by 29% vs. 12/31/21 ▪ Over $1 billion in net new Mass Affluent deposits since launch in December 2022 ▪ 4.5-year high in digital satisfaction, led by mobile2 ▪ Highest net promoter scores3 since internal tracking began in 2017 ▪ Highest quarterly net co",0,0,0,0,0,0,1,0,,,,,,
FG New America Acquisition Corp.,"OPFI, OPFI-WT",1818502.0,EX-99.1,2021-02-10,https://sec.gov/Archives/edgar/data/0001818502/000110465921017063/tm216066d1_ex99-1.htm,,"bile · Over 66% revenue CAGR since 2017, achieving estimated revenue of $323 million in 2020 · Consistent profitability, with estimated Adjusted Net Income* of $53 million in 2020 and an Adjusted Net Income margin* of 17% · The core customer is the median U.S. consumer, earning approximately $50,000 annually, employed and has a bank account, but is often locked out of traditional mainstream financial products · Significant scale, facilitating more than $2.3 billion in loan issuances covering over 1.5 million loans · Nationally recognized and awarded for its exceptional customer service, and a net promoter score of 84, coupled with its focus on financial education · Meaningful opportunity to expand products and services Transaction Overview The transaction implies an equity valuation at closing for the combined company of approximately $800 million and is expected to be fully funded through cash in trust. The equity value represents 12.2x and 9.1x projected 2021 and 2022 Adjusted Net Income, respectively. It is estimated that 100% of net proceeds will be used to pay cash consideration to existing equityholders of OppFi.",1,0,0,0,0,0,0,1,84.0,,,,,
Jamf Holding Corp.,JAMF,1721947.0,S-1,2021-06-07,https://sec.gov/Archives/edgar/data/0001721947/000110465921077681/tm2114856-1_s1.htm,,"banks (based on total assets according to bankrate.com) as of March 31, 2021. Additionally, we see opportunities to sell add-on products from our software platform into our current install base in order to provide greater value for our customers. 1 TABLE OF CONTENTS Our focus on customer success and innovation has resulted in a Net Promoter Score of 54.3 as of March 31, 2021, which significantly exceeds industry averages. For further discussion on our Net Promoter Score, see “Market and Industry Data”. Complementing our software platform is Jamf Nation, the world’s largest online community of IT professionals focused exclusively on Apple in the enterprise.",1,0,0,0,0,0,0,1,54.3,,,,,
UNITED COMMUNITY BANKS INC,"UCB, UCB-PI",857855.0,EX-99.2,2021-07-20,https://sec.gov/Archives/edgar/data/0000857855/000110465921094011/tm2122601d1_ex99-2.htm,,"ging and evaluating United's business and intends to refer to them in discussions about our operations and performance Operating performance measures should be viewed in addition to, and not as an alternative to or substitute for, measures determined in accordance with GAAP, and are not necessarily comparable to non GAAP measures that may be presented by other companies To the extent applicable, reconciliations of these non GAAP measures to the most directly comparable GAAP measures can be found in the ‘Non GAAP Reconciliation Tables' included in the exhibits to this Presentation 4 #2 Highest Net Promoter Score a mong all banks nationwide J.D. Power 2020 TOP WORKPLACES i n S.C. & Atlanta Greenville Business Magazine & Atlanta Journal Constitution 162 BANKING OFFICES ACROSS THE SOUTHEAST #1 IN CUSTOMER SATISFACTION i n 2021 with Retail Banking in the Southeast J.D.",0,0,0,0,0,1,0,0,,,,,,
WESTPAC BANKING CORP,WEBNF,719245.0,EX-2,2021-05-03,https://sec.gov/Archives/edgar/data/0000719245/000110465921059466/tm216219d4_ex2.htm,,"tomer deposit to loan ratio (%) 79.8 (39bps) Large Net stable funding ratio4 (%) (NSFR) 123 1ppt 6ppts Liquidity coverage ratio5,6 (%) (LCR) 124 (27ppts) (16ppts) Total liquid assets7 ($bn) 195.2 (12%) (2%) Westpac Group 2021 Interim Results Presentation & Investor Discussion Pack Customer franchise. MFI Share1,2 -7.3 1.9 -0.8 1.1 3.1 Aug-18 Feb-19 Aug-19 Feb-20 Aug-20 Feb-21 Westpac St.George brands Peers 39 Customer satisfaction (CSAT)2 11.2 11.2 11.2 11.3 1.4 1.3 1.3 1.3 1.7 1.7 1.6 1.4 14.2 14.2 14.1 14.0 Sep-19 Mar-20 Sep-20 Mar-21 Australian banking New Zealand Other Net Promoter Score (NPS)2 1 Main Financial Institution for Consumer customers. Data at 28 February 2021. 2 Refer page 115 for details of the metric provider.",0,0,0,0,0,0,1,0,,,,,,
"O-I Glass, Inc. /DE/",OI,812074.0,EX-99.1,2021-03-02,https://sec.gov/Archives/edgar/data/0000812074/000110465921030779/tm218480d1_ex99-1.htm,,with strategy • Advanced demand planning capabilities • Rapid supply chain alignment Margin Expansion • Turnaround initiatives shifting to structural programs • Revenue optimization embedded in commercial • Factory performance across entire network • Cost Transformation leverage zero based budgeting • Org. simplification expedites decision making Marketing and Innovation Digital marketing glass advocacy campaign • NPD process and capability development • Marketing research capabilities • Commercial Excellence Key Account Management • Customer Relationship Management • Value Based Pricing and Net Promoter Score • ESG Appointed Chief Sustainability Officer • New global sustainability network • Establish ESG roadmap • Glass advocacy campaign to balance dialogue • Capital Structure Discipline • Maximize FCF / EBITDA Conversion • Maintain strong liquidity • Reduce debt / Plan to ~ 3x leverage • Address legacy liabilities / Paddock Ch11 Portfolio Optimization • Align portfolio to market / customer strategy • All assets evaluated for return / cash flow • Improve / restructure to enhance portfolio return • Strategic and tactical divestiture program People and Organization Rigorous / integrated O - I People,0,0,0,0,0,0,1,0,,,,,,
